grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
5101381,5,1,MARY RIVER,MIVA,AU,-25.9533,152.4957,4755,16.87,1910,2010,101,0,1910,1995,86,0.484496124,1910,2010,101,37.148,37.148,37.148
5101390,5,1,MARY RIVER,HOME PARK,AU,-25.7683,152.5274,6845,4.09,1982,2011,30,0,,,,,1982,2011,30,38.308,38.308,38.308
5708180,5,8,MARY RIVER,EL SHERANA ROAD CROSSING,AU,-13.6012,132.2201,466,29.66,1960,2008,49,3.884115188,1960,2001,42,4.081632653,1960,2008,49,4.603,4.603,4.603
5708185,5,8,MARY RIVER,MOUNT BUNDEY,AU,-12.907,131.647,5700,50.25,1956,2011,56,1.850264684,1956,2001,46,22.77777778,1956,2011,56,60.228,60.228,60.228
5135200,5,35,"MASANG-GADANG, BATANG",SIPISANG,ID,-0.126111,100.212778,436.4,-999,1975,2009,35,29.17865133,,,,,1975,2009,35,23.054,23.054,23.054
6970923,6,70,MASLYANAYA,SEMSHINO,RU,59.349998,39.333332,246,-999,,,,,1952,1986,35,0,1952,1986,35,2.438,2.438,2.438
3206230,3,6,"MASPARRO, RIO",PTE.MASPARRO,VE,8,-70,-999,-999,,,,,1973,1975,3,0,1973,1975,3,26.131,26.131,26.131
6939510,6,39,MASSA,BLATTEN BEI NATTERS,CH,46.3856,8.0067,195,1496.519,1922,2016,95,1.835101003,,,,,1922,2016,95,13.427,13.427,13.427
6128200,6,28,MASSANE,ARGELES-SUR-MER (MAS D'EN TORRENT),FR,42.52474,2.985749,676,140.76,1971,2008,38,0.263254113,,,,,1971,2008,38,0.269,0.269,0.269
3627350,3,27,"MASSANGANA, RIO",MINERACAO PONTE MASSANGANA,BR,-9.7608,-63.2875,843,-999,1980,2006,27,0.790914622,,,,,1980,2006,27,24.938,24.938,24.938
6348310,6,48,"MASTALLONE, TORRENTE",PONTE FOLLE,IT,45.83,8.26,149,440,1936,2008,73,53.06780678,,,,,1936,2008,73,7.125,7.125,7.125
3822600,3,22,"MATADERO, RIO",MONAY,EC,-2.891389,-78.966389,1260,2480,1982,2005,24,8.224960073,1964,1994,31,8.219178082,1964,2005,42,16.557,16.557,16.557
3822650,3,22,"MATADERO, RIO",SAYAUSI,EC,-2.866944,-79.066667,312,2645,1971,2005,35,14.73974763,1964,1994,31,0.27173913,1964,2005,42,6.014,6.014,6.014
4102310,4,2,MATANUSKA RIVER,"PALMER, AK",US,61.6086,-149.073,5361.3,52.1,1949,2018,70,34.84752975,,,,,1949,2018,70,111.963,111.963,111.963
5868300,5,68,MATAURA RIVER,GORE HIGHWAY BRIDGE,NZ,-46.100039,168.949295,3465,73,1960,2009,50,0.011078491,1960,2009,50,4.721753794,1960,2009,50,63.938,63.938,63.938
1160971,1,60,MATIGULU,NATIVE RESERVE 21 (27650310),ZA,-29.010278,31.459167,448,94,1965,1992,28,13.32122313,,,,,1965,1992,28,1.515,1.515,1.515
6660500,6,60,"MATIT, LUMI I",SHOSHAJ,AL,41.606251,20.036667,646,-999,,,,,1976,1984,9,0,1976,1984,9,24.697,24.697,24.697
1196300,1,96,MATLABASRIVIER,HAARLEM EAST (27546004),ZA,-24.1594,27.479167,1054,952,1962,2018,57,0.725661131,1962,2001,40,32.40343348,1962,2018,57,1.009,1.009,1.009
1989300,1,89,"MATS, RIVIERE DU",AMONT PRISE IRRIGATION,RE,-20.978536,55.65421,-999,110,2000,2001,2,0,2000,2001,2,0,2000,2001,2,8.734,8.734,8.734
1989301,1,89,"MATS, RIVIERE DU",PONTE DE L'ESCALIER,RE,-20.978536,55.65421,-999,260,2000,2001,2,0,2000,2001,2,0,2000,2001,2,4.471,4.471,4.471
1389560,1,89,MATSIATRA,IKIBO,MG,-21.55,47.07,2107,-999,,,,,1971,1981,11,6.034482759,1971,1981,11,31.687,31.687,31.687
2590210,2,90,MATSUURA GAWA,MUTABE,JP,33.36,130.01,275,-999,1993,2003,11,0,1993,2000,8,0,1993,2003,11,12.002,12.002,12.002
2903473,2,3,MATTA,BERDIGISTYAKH,RU,62.0989,126.6992,1160,-999,,,,,1975,1992,18,44.76190476,1975,1992,18,1.122,1.122,1.122
4214513,4,14,MATTAGAMI RIVER,NEAR TIMMINS,CA,48.4,-81.44,5565.7,-999,1969,2017,49,10.98223791,,,,,1969,2017,49,65.145,65.145,65.145
4186200,4,86,MATURA RIVER,NORTH OROPUCHE,TT,10.68,-61.05,45.1,-999,1975,1994,20,0.948202661,1975,1994,20,1.724137931,1975,1994,20,1.942,1.942,1.942
6125730,6,25,MAUDAN,FOS,FR,42.866371,0.746485,38,616.78,1961,2012,52,0.164849774,,,,,1961,2012,52,1.366,1.366,1.366
4135200,4,35,MAUMEE RIVER,"WATERVILLE, OHIO",US,41.5001,-83.7127,16394.7,181.57,1898,2018,121,19.3050105,1965,1984,20,0,1898,2018,121,148.622,148.622,148.622
4135201,4,35,MAUMEE RIVER,"ANTWERP, OH",US,41.1989,-84.7444,5514.1,211.81,1921,2018,98,36.45210425,,,,,1921,2018,98,49.582,49.582,49.582
3754410,3,54,"MAURI, RIO",ABAROA MAURI,BO,-17.520278,-69.248056,-999,3950,1965,1990,26,0,,,,,1965,1990,26,4.951,4.951,4.951
3754420,3,54,"MAURI, RIO",CALACOTO MAURI,BO,-17.295278,-68.647778,-999,3793,1965,1989,25,0,,,,,1965,1989,25,18.574,18.574,18.574
2903080,2,3,MAYA,CHABDA,RU,59.75,134.75,165000,167,,,,,1935,1999,65,0,1935,1999,65,1164.321,1164.321,1164.321
2416840,2,16,MAYLISOY,UST. KAIRAGACH,KG,41.02,74.67,530,985,,,,,1933,1991,59,6.779661017,1933,1991,59,8.877,8.877,8.877
2910460,2,10,MAYMA,MAYMA,RU,52,85.85,780,-999,1978,1987,10,0,1940,2000,61,5.191256831,1940,2000,61,7.992,7.992,7.992
2901205,2,1,MAYN,VAEGI,RU,64.17,171.03,18600,-999,,,,,1974,1988,15,53.44827586,1974,1988,15,n.a.,n.a.,n.a.
4203170,4,3,MAYO RIVER,NEAR MAYO,CA,63.7,-135.86,2260,-999,1945,1951,7,58.57011916,1945,1950,6,57.37704918,1945,1951,7,20.457,20.457,20.457
3142800,3,42,"MAYO, RIO",LA CANADA,CO,1.63,-77,450,1560,1978,1988,11,0,1978,1988,11,0,1978,1988,11,12.318,12.318,12.318
2911427,2,11,MAYZAS,VERKH. MAYZASS,RU,56.63,77.52,1430,-999,,,,,1948,2000,53,7.547169811,1948,2000,53,4.038,4.038,4.038
6373200,6,73,MAZA JUGLA,STARINI,LV,56.68,23.5,492,23,1978,1995,18,27.77608762,1978,1987,10,0,1978,1995,18,5.544,5.544,5.544
1104450,1,4,"MAZAFRAN, OUED",FER A CHEVAL,DZ,36.67,2.82,1912,10,1979,1995,17,0.034223135,1976,1978,3,0,1976,1995,20,3.379,3.379,3.379
3308300,3,8,MAZARUNI RIVER,APAIKWA,GY,6.38,-60.38,14000,-999,1978,1995,18,7.575296623,1978,1986,9,11.11111111,1978,1995,18,774.607,774.607,774.607
2909217,2,9,MAZHALYK,MAZJALYK,RU,51.07,95.32,610,-999,,,,,1976,1993,18,25.48076923,1976,1993,18,2.762,2.762,2.762
1491840,1,91,MAZOE,BINDURA SANGARE,ZW,-17.3,31.3,2360,-999,,,,,1968,1984,17,0,1968,1984,17,9.102,9.102,9.102
1491850,1,91,MAZOE,LION'S DEN G/W,ZW,-17.28,31.55,3300,-999,,,,,1968,1984,17,0,1968,1984,17,12.065,12.065,12.065
1292150,1,92,MBAKA,MWAYA (55312232),TZ,-9.55,33.883333,696,-999,1956,1981,26,2.281326508,,,,,1956,1981,26,24.255,24.255,24.255
1749030,1,49,MBALI LIM,BOALI,CF,4.883333333,18.03333333,4410,507,1985,1988,4,0,1949,1988,40,48.93162393,1949,1988,40,28.258,28.258,28.258
1290900,1,90,MBALIZI,GREAT NORTH ROAD,TZ,-8.97,33.53,131,-999,,,,,1960,1970,11,0.757575758,1960,1970,11,0.764,0.764,0.764
1338252,1,38,MBAM,MANTOUM,CM,5.62,11.18,14700,660,,,,,1965,1980,16,0.529100529,1965,1980,16,321.738,321.738,321.738
1338300,1,38,MBAM,GOURA,CM,4.57,11.37,42300,396,,,,,1951,1980,30,0.574712644,1951,1980,30,709.251,709.251,709.251
1288200,1,88,MBANGALA RIVER,MAHINYO HILLS (55250012),TZ,-11.058333,38.191667,2407,-999,1971,1979,9,4.711468225,,,,,1971,1979,9,2.943,2.943,2.943
1286200,1,86,MBARALI,IGAWA (55232111),TZ,-8.783333,34.366667,1546,1100,1955,1983,29,6.784575239,1978,1980,3,19.23076923,1955,1983,29,22.344,22.344,22.344
1749510,1,49,MBARI,LOUNGOUMBA,CF,4.733333333,22.68333333,28300,469.44,1987,1994,8,55.10363707,1987,1994,8,52.38095238,1987,1994,8,89.409,89.409,89.409
1160740,1,60,MBASHE,BASHEE BRIDGE (27663804),ZA,-31.920278,28.447778,4942,460,1956,2007,52,55.99245893,,,,,1956,2007,52,8.443,8.443,8.443
1642500,1,42,MBEI,ANDOK-FOULA,GA,0.37,10.23,1700,-999,,,,,1966,1974,9,7.291666667,1966,1974,9,63.198,63.198,63.198
1337200,1,37,MBERE,MBERE,CM,7.43,15.44,7430,-999,,,,,1951,1978,28,2.127659574,1951,1978,28,109.785,109.785,109.785
1447550,1,47,MBESSI,ENKEYA,CG,0.88,14.98,1415,406,1978,1980,3,1.459854015,1978,1980,3,0,1978,1980,3,51.436,51.436,51.436
1749500,1,49,MBOMOU,BANGASSOU,CF,4.716666667,22.81666667,115000,468.52,1986,1994,9,29.28769018,1986,1994,9,29.47368421,1986,1994,9,803.927,803.927,803.927
1749600,1,49,MBOMOU,ZEMIO,CF,5.033333333,25.15,29300,550.4,1986,1994,9,24.99144129,1952,1994,43,44.8,1952,1994,43,158.873,158.873,158.873
1837810,1,37,MBULI,MBULI,NG,12.316667,14.116667,-999,289,1977,1977,1,0,,,,,1977,1977,1,n.a.,n.a.,n.a.
1197510,1,97,MBYAMITIRIVIER,KRUGER NATIONAL PARK (27613218),ZA,-25.278333,31.6225,623,259,1960,1997,38,3.058470765,,,,,1960,1997,38,0.251,0.251,0.251
5709110,5,9,MCARTHUR RIVER,M.I.M. PUMP,AU,-16.4526,136.0852,10400,-999,1969,2007,39,13.33188814,1969,2001,33,12.5984252,1969,2007,39,15.785,15.785,15.785
5709111,5,9,MCARTHUR RIVER,BAILEYS GRAVE,AU,-16.778,135.758,3885,-999,1965,2007,43,8.570119157,,,,,1965,2007,43,8.872,8.872,8.872
5709112,5,9,MCARTHUR RIVER,BORROLOOLA CROSSING,AU,-16.08,136.318,15700,31.435,1975,2011,37,16.99260856,,,,,1975,2011,37,41.804,41.804,41.804
4213370,4,13,MCDONALD CREEK,NEAR MCCORD,CA,49.437222,-106.83472,257,746,1965,2018,54,33.91926418,1966,1996,31,35.59782609,1965,2018,54,n.a.,n.a.,n.a.
4207350,4,7,MCKALE RIVER,NEAR 940 M CONTOUR,CA,53.444721,-120.21944,252,940,1971,2015,45,0.326636263,1971,1996,26,0,1971,2015,45,8.233,8.233,8.233
4115105,4,15,MCKENZIE RIVER,"NEAR WALTERVILLE, OR",US,44.0698,-122.7712,2799.8,-999,1989,2019,31,0,,,,,1989,2019,31,85.629,85.629,85.629
4115106,4,15,MCKENZIE RIVER,"NEAR VIDA, OR",US,44.1248,-122.4706,2408.7,260.82,1910,2019,110,12.32339484,,,,,1910,2019,110,114.891,114.891,114.891
5712100,5,12,MCLAREN CREEK,STUART HIGHWAY,AU,-20.336049,134.226574,417,16.29,1977,2007,31,4.464931309,,,,,1977,2007,31,0.145,0.145,0.145
4208940,4,8,MCLEOD RIVER,ABOVE EMBARRAS RIVER,CA,53.470001,-116.62917,2560,930,1954,2018,65,1.557366557,1954,1996,43,0,1954,2018,65,19.364,19.364,19.364
4208941,4,8,MCLEOD RIVER,NEAR ROSEVEAR,CA,53.696945,-116.16167,7150,-999,1984,2018,35,8.667140713,1984,1993,10,0,1984,2018,35,39.74,39.74,39.74
4208942,4,8,MCLEOD RIVER,NEAR WOLF CREEK,CA,53.65,-116.28,6310,-999,1914,1984,71,42.2064698,1914,1984,71,42.48210024,1914,1984,71,39.104,39.104,39.104
4208943,4,8,MCLEOD RIVER,NEAR EDSON,CA,53.6,-116.33,5450,-999,1954,1957,4,0,1954,1957,4,0,1954,1957,4,27.135,27.135,27.135
4208945,4,8,MCLEOD RIVER,OUTLET OF CARP LAKE,CA,54.81,-123.32,487,-999,1981,1985,5,49.69987995,1981,1985,5,50,1981,1985,5,n.a.,n.a.,n.a.
4208946,4,8,MCLEOD RIVER,NEAR CADOMIN,CA,53.078888,-117.19722,331,-999,1984,2018,35,35.8819797,1984,1993,10,31.57894737,1984,2018,35,n.a.,n.a.,n.a.
4208947,4,8,MCLEOD RIVER,NEAR WHITECOURT,CA,54.012779,-115.83833,9100,-999,1968,2016,49,30.57281663,1968,1993,26,30.16393443,1968,2016,49,43.054,43.054,43.054
4203700,4,3,M'CLINTOCK RIVER,NEAR WHITEHORSE,CA,60.612499,-134.4575,1700,660,1955,1995,41,7.368493339,1956,1995,40,7.805907173,1955,1995,41,9.602,9.602,9.602
4203165,4,3,MCQUESTEN RIVER,NEAR THE MOUTH,CA,63.611111,-137.26944,2870,-999,1979,2017,39,0.673920674,1979,1993,15,2.222222222,1979,2017,39,38.794,38.794,38.794
1309810,1,9,"MDAZ, OUED",PONT DU MDEZ,MA,33.67,-4.5,3435,725,1956,1990,35,0.647275707,1956,1990,35,0.498753117,1956,1990,35,6.257,6.257,6.257
1599160,1,99,MDLOTANE,NDLOTANE (68632239),SZ,-26.906944,30.979722,354,-999,1982,1991,10,18.86218436,,,,,1982,1991,10,0.47,0.47,0.47
1160798,1,60,MDLOTI,ROODEKRANS (27662302),ZA,-29.603056,31.016389,358,97,1950,1977,28,7.504923811,,,,,1950,1977,28,1.81,1.81,1.81
4101700,4,1,MEADE RIVER,"ATKASUK, AK",US,70.4954,-157.3958,4617.9,8,1977,2018,42,68.27341501,,,,,1977,2018,42,19.577,19.577,19.577
4214220,4,14,MEADOW RIVER,BELOW MEADOW LAKE,CA,54.13,-108.39,3340,-999,1958,2016,59,37.09986448,,,,,1958,2016,59,2.256,2.256,2.256
4208446,4,8,MEANDER RIVER,OUTLET HUTCH LAKE,CA,58.770832,-117.38472,507,-999,1975,1995,21,38.46882186,1975,1993,19,40.55299539,1975,1995,21,n.a.,n.a.,n.a.
5803185,5,3,MEANDER RIVER,DELORAINE RAILWAY BRIDGE,AU,-41.52,146.66,474,233,1968,1994,27,0,1968,1994,27,0,1968,1994,27,11.63,11.63,11.63
3650330,3,50,"MEARIM, RIO",FAZENDA REMANSO,BR,-5.7667,-45.9833,4410,165,1979,2007,29,1.163890992,1979,1992,14,0,1979,2007,29,26.845,26.845,26.845
3650335,3,50,"MEARIM, RIO",BACABAL,BR,-4.21944,-44.76528,27650,9,1975,2007,33,2.049282336,1975,1992,18,0.502512563,1975,2007,33,106.722,106.722,106.722
4209315,4,9,MECHAM RIVER,NEAR RESOLUTE,CA,74.69,-94.7,86.8,-999,1971,2016,46,90.26564774,1971,1979,9,56.8627451,1971,2016,46,0.63,0.63,0.63
2912687,2,12,MEDIAK,LEVASHEVO,RU,55.3,60.92,75.6,-999,,,,,1945,1982,38,18.30663616,1945,1982,38,0.131,0.131,0.131
4122155,4,22,MEDICINE BOW RIVER,ABOVE SIMINOE RESERVOIRE NEAR HANNA NY,US,42.0097,-106.5131,6055.4,1955.41,1939,2019,81,0,,,,,1939,2019,81,5.017,5.017,5.017
6233465,6,33,MEDSTUGUAN,MEDSTUGAN NEDRE,SE,63.52,12.39,224.1,-999,1921,2019,99,0.326852162,1974,2018,45,0,1921,2019,99,7.995,7.995,7.995
6978500,6,78,MEDVEDITSA,ARCHEDINSKAYA,RU,49.889722,43.118333,33700,64,,,,,1965,1984,20,0,1965,1984,20,51.675,51.675,51.675
6607851,6,7,"MEDWAY, RIVER",TESTON,GB,51.25086955,0.446960516,1256.1,7,1956,2018,63,1.130492382,,,,,1956,2018,63,11.002,11.002,11.002
5204410,5,4,MEGALONG CREEK,NARROW NECK,AU,-33.729,150.2445,26,7.66,1968,2008,41,13.49996519,,,,,1968,2008,41,0.265,0.265,0.265
6221110,6,21,MEHAIGNE,HUCCORGNE,BE,50.567524,5.167772,305.1,93.293,1993,2012,20,0,,,,,1993,2012,20,2.115,2.115,2.115
6604890,6,4,"MEIG, RIVER",GLENMEANNIE,GB,57.53261437,-4.863772953,120.5,120.7,1986,2018,33,0,,,,,1986,2018,33,6.946,6.946,6.946
6373202,6,73,MEIRANU KANALS,KALNAGALS,LV,57.9,25.29,632,89,1986,1987,2,0,,,,,1986,1987,2,9.866,9.866,9.866
2369005,2,69,MEKONG RIVER,MY THUAN,VN,10.2733,105.9,-999,-999,1960,1961,2,0,,,,,1960,1961,2,8466.734,8466.734,8466.734
2469050,2,69,MEKONG RIVER,LUANG PRABANG (VIENGKHAM),LA,19.8917,102.1367,268000,267.2,1960,1993,34,0.72469603,1980,1991,12,23.40425532,1960,1993,34,3908.323,3908.323,3908.323
2469072,2,69,MEKONG RIVER,NEAR VIENTIANE,LA,17.9283,102.62,299000,158,1960,1992,33,0.746640119,1980,1991,12,23.40425532,1960,1992,33,4405.491,4405.491,4405.491
2469102,2,69,MEKONG RIVER,THAKHEK,LA,17.3933,104.8067,373000,129.63,1960,1972,13,2.011622709,,,,,1960,1972,13,7550.839,7550.839,7550.839
2469260,2,69,MEKONG RIVER,PAKSE,LA,15.1167,105.8,545000,86.49,1960,1993,34,3.663741042,1980,1991,12,31.91489362,1960,1993,34,9674.272,9674.272,9674.272
2469261,2,69,MEKONG RIVER,BAN CHAN NOI,LA,14.3167,105.8867,549000,80.22,1960,1964,5,0.055991041,,,,,1960,1964,5,11152.285,11152.285,11152.285
2569001,2,69,MEKONG RIVER,NEAK LOUNG,KH,11.2603,105.2869,-999,-0.33,1965,1971,7,56.25978091,,,,,1965,1971,7,n.a.,n.a.,n.a.
2569002,2,69,MEKONG RIVER,PHNOM PENH (CHROUI CHANGVAR),KH,11.5833,104.9425,663000,-1.08,1960,1973,14,1.779429018,,,,,1960,1973,14,13054.154,13054.154,13054.154
2569003,2,69,MEKONG RIVER,KOMPONG CHAM,KH,11.995,105.465,660000,-0.93,1964,1974,11,2.404488378,,,,,1964,1974,11,13496.62,13496.62,13496.62
2569004,2,69,MEKONG RIVER,KRATIE,KH,12.4767,106.015,646000,-1.08,1960,1970,11,5.236441357,,,,,1960,1970,11,13536.912,13536.912,13536.912
2569005,2,69,MEKONG RIVER,STUNG TRENG,KH,13.533,105.945,635000,36.79,1960,1994,35,59.59011264,,,,,1960,1994,35,13208.489,13208.489,13208.489
2969010,2,69,MEKONG RIVER,CHIANG SAEN,TH,20.2733,100.0833,189000,357,1960,1993,34,0.73176681,1960,1991,32,0,1960,1993,34,2652.936,2652.936,2652.936
2969012,2,69,MEKONG RIVER,SOP-KOK,TH,20.2417,100.1333,201000,355,1980,1987,8,35.49982338,1980,1987,8,35.48387097,1980,1987,8,2725.45,2725.45,2725.45
2969020,2,69,MEKONG RIVER,BAN KHOK SUAK,TH,17.97825,102.435528,-999,-999,1967,1994,28,4.991614876,,,,,1967,1994,28,4290.825,4290.825,4290.825
2969090,2,69,MEKONG RIVER,NONG KHAI,TH,17.8767,102.72,302000,153.65,1969,1993,25,0,1980,1991,12,23.40425532,1969,1993,25,4435.436,4435.436,4435.436
2969095,2,69,MEKONG RIVER,NAKHON PHANOM,TH,17.3983,104.8033,373000,130.96,1972,1993,22,0,1962,1991,30,3.333333333,1962,1993,32,6500.976,6500.976,6500.976
2969100,2,69,MEKONG RIVER,MUKDAHAN,TH,16.54,104.7367,391000,124.13,1960,1993,34,0.72469603,1924,1991,68,0,1924,1993,70,7436.83,7436.83,7436.83
2969101,2,69,MEKONG RIVER,KHONG CHIAM (BAN DAN),TH,15.3183,105.5,419000,89.03,1966,1994,29,7.027232908,,,,,1966,1994,29,9218.419,9218.419,9218.419
2969430,2,69,MEKONG RIVER,CHIANG KHAN,TH,17.8967,101.6683,292000,194.12,1967,1992,26,0,,,,,1967,1992,26,4154.055,4154.055,4154.055
1734200,1,34,MEKROU,KEROU,BJ,10.86187,2.049091,-999,-999,1990,1992,3,10.78546307,1990,1992,3,10.71428571,1990,1992,3,11.973,11.973,11.973
1734300,1,34,MEKROU,KOMPONGOU,BJ,11.4,2.18,5670,255,1960,1992,33,20.66533931,1960,1992,33,19.94949495,1960,1992,33,16.22,16.22,16.22
1734450,1,34,MEKROU,BAROU,BJ,12.35,2.73,10500,173,1961,1979,19,22.46054849,1961,2010,50,69.42567568,1961,2010,50,36.35,36.35,36.35
1104800,1,4,"MELAH, OUED EL",BOUCHEGOUF,DZ,36.45,7.72,552,95,1978,2003,26,8.016646589,1976,1977,2,0,1976,2003,28,2.881,2.881,2.881
5227400,5,27,"MELAKA, SUNGAI",PANTAI BELIMBING,MY,2.34,102.26,350,5,1960,2000,41,24.12627594,1960,2000,41,13.78600823,1960,2000,41,5.431,5.431,5.431
4214035,4,14,"MELEZES, RIVIERE AUX",PRES DE LA RIVIERE KOKSOAK,CA,57.67,-69.62,42700,27,1962,2013,52,22.89092174,,,,,1962,2013,52,589.34,589.34,589.34
4214036,4,14,"MELEZES, RIVIERE AUX",EN AMONT DE LA RIVIERE DU GUE,CA,57.2583,-71.0797,8830,-999,1962,1993,32,6.042643546,,,,,1962,1993,32,105.749,105.749,105.749
1201150,1,1,"MELLEGUE, OUED",K13,TN,36.12,8.5,9000,327,,,,,1976,1979,4,0,1976,1979,4,4.644,4.644,4.644
4103451,4,3,MELOZITNA RIVER,"NEAR RUBY, ALAS.",US,64.7922,-155.5633,6974.8,57.91,1961,1973,13,0.112739572,1961,1973,13,3.424657534,1961,1973,13,57.647,57.647,57.647
6373440,6,73,MEMELE,TABOKINE,LV,57.54,21.86,2690,-999,1986,1995,10,50,,,,,1986,1995,10,19.645,19.645,19.645
1389320,1,89,MENARANDRA,TRANOROA,MG,-24.7,45.07,5330,-999,,,,,1951,1983,33,7.03125,1951,1983,33,30.328,30.328,30.328
4102500,4,2,MENDENHALL RIVER,"NEAR AUKE BAY, AK",US,58.4297,-134.5728,220.4,-999,1965,2018,54,3.801945181,,,,,1965,2018,54,34.182,34.182,34.182
3275210,3,75,"MENDOZA, RIO",GUIDO,AR,-32.85,-69.27,8180,1150,1956,2015,60,0.47333983,1956,2015,60,0,1956,2015,60,45.334,45.334,45.334
3275220,3,75,"MENDOZA, RIO",USINA CACHEUTA,AR,-33.02,-69.12,9040,1238,,,,,1909,1990,82,0,1909,1990,82,50.219,50.219,50.219
2181100,2,81,MENG HE,GAOLIN,CN,31.45,117.666667,552,-999,1981,2000,20,0,,,,,1981,2000,20,4.078,4.078,4.078
4133400,4,33,MENOMINEE RIVER,"NEAR MCALLISTER, WI",US,45.3258,-87.6634,10178.7,189.65,1945,2018,74,32.62891584,,,,,1945,2018,74,92.815,92.815,92.815
4133401,4,33,MENOMINEE RIVER,"TWIN FALLS NEAR IRON MOUNTAIN, MI",US,45.8713,-88.0701,4662,323.7,1914,2016,103,0,,,,,1914,2016,103,49.502,49.502,49.502
6939120,6,39,MENTUE,YVONAND (LA MAUGUETTAZ),CH,46.7768,6.7242,105,499.648,1971,2016,46,0,,,,,1971,2016,46,1.578,1.578,1.578
6607540,6,7,"MEON, RIVER",MISLINGFORD,GB,50.92346413,-1.162988871,72.8,29.3,1958,2018,61,0.132329455,,,,,1958,2018,61,0.986,0.986,0.986
4127100,4,27,MERAMEC RIVER,"NEAR EUREKA, MO",US,38.5056,-90.5918,9810.9,123.19,1903,2019,117,13.16803366,,,,,1903,2019,117,93.618,93.618,93.618
2909225,2,9,MERGEN,MERGEN,RU,53.33,95.58,295,-999,,,,,1976,1993,18,17.12962963,1976,1993,18,1.068,1.068,1.068
6373214,6,73,MERGUPE,MALPILS,LV,56.93,26.4,239,82,1986,1987,2,0,,,,,1986,1987,2,2.696,2.696,2.696
1578200,1,78,MERIBO SHET',NEAR ADABA BRIDGE,ET,7,39.33,200,2350,1978,1980,3,0,1978,1980,3,0,1978,1980,3,3.019,3.019,3.019
6574721,6,74,MERKYS,PUVOCIAI,LT,54.11666667,24.3,4300,-999,1980,2003,24,0,,,,,1980,2003,24,32.367,32.367,32.367
6574723,6,74,MERKYS,VOKE-ZAGARINE,LT,54.4484,25.1094,-999.9,-999,1986,1987,2,0,,,,,1986,1987,2,n.a.,n.a.,n.a.
6574725,6,74,MERKYS,ZAGARINE,LT,54.4482,25.1036,-999.9,-999,1986,1993,8,65.16424752,,,,,1986,1993,8,4.312,4.312,4.312
5302360,5,2,MERRI RIVER,WOODFORD,AU,-38.3161,142.4836,899,-999,1948,1994,47,0.011943151,1948,1994,47,0,1948,1994,47,2.252,2.252,2.252
4147380,4,47,MERRIMACK RIVER,"BELOW CONCORD RIVER AT LOWELL, MA",US,42.6459,-71.2984,12004.7,1.58,1923,2019,97,0,1965,1984,20,0,1923,2019,97,225.326,225.326,225.326
4147381,4,47,MERRIMACK RIVER,"NEAR GOFFS FALLS BELOW MANCHESTER, NH",US,42.9481,-71.4634,8008.3,33.31,1936,2018,83,0,,,,,1936,2018,83,155.816,155.816,155.816
4147382,4,47,MERRIMACK RIVER,"FRANKLIN JUNCTION, NH",US,43.4229,-71.6529,3903.1,76.32,1903,2018,116,20.66771145,,,,,1903,2018,116,80.575,80.575,80.575
6605210,6,5,"MERSEY, RIVER",ASHTON WEIR,GB,53.43834675,-2.344094942,660,14.9,1976,2018,43,0,,,,,1976,2018,43,14.018,14.018,14.018
4208505,4,8,MESILINKA RIVER,ABOVE GOPHERHOLE CREEK,CA,56.243889,-124.64333,2980,-999,1976,2016,41,0.00667735,1976,1993,18,0,1976,2016,41,44.806,44.806,44.806
1889100,1,89,"MESSALO, RIO",EST. NAIROTO MONTEPUZ (58262047),MZ,-12.5675,39,10450,-999,1963,1986,24,27.6498801,,,,,1963,1986,24,54.229,54.229,54.229
3106200,3,6,"META, RIO",PTE LLERAS,CO,4.12,-72.97,-999,173,,,,,1980,1984,5,0,1980,1984,5,440.952,440.952,440.952
4208389,4,8,METAHDALI CREEK,ABOVE WILLOWLAKE RIVER,CA,62.64,-122.9,344,-999,1976,1987,12,0,1976,1987,12,0,1976,1987,12,1.12,1.12,1.12
3265050,3,65,"METAN, RIO",DESEMBOCADURA AL PASAJE,AR,-25.33,-64.5,1650,470,1977,1983,7,0,1942,1986,45,0,1942,1986,45,6.863,6.863,6.863
1335451,1,35,METCHUM,GOURI,CM,6.28,10.03,2240,550,,,,,1964,1980,17,8.415841584,1964,1980,17,106.221,106.221,106.221
4115235,4,15,METHOW RIVER,"NEAR PATEROS, WA",US,48.0774,-119.9851,4589.5,274.32,1959,2019,61,0,,,,,1959,2019,61,44.758,44.758,44.758
4115236,4,15,METHOW RIVER,"WINTHROP, WA",US,48.4735,-120.1773,2608.1,523.67,1912,2019,108,71.07463373,,,,,1912,2019,108,35.312,35.312,35.312
1577800,1,77,MET'I WENZ,MILLE VILLAGE,ET,11.4,40.73,4350,550,1978,1980,3,0,1978,1980,3,0,1978,1980,3,44.035,44.035,44.035
3106300,3,6,"METICA, RIO",EL BARRO,CO,3.75,-73.2,2460,230,1980,1988,9,15.0304878,1980,1988,9,11.11111111,1980,1988,9,167.584,167.584,167.584
1396600,1,96,METSEMOTLHABA,THAMAGA (67538021),BW,-24.7,25.55,1410,-999,1983,1991,9,0.847756976,,,,,1983,1991,9,0.323,0.323,0.323
