grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
1160720,1,60,UMGENI,PETRUS STROOM 27662413),ZA,-29.5125,30.094167,294,1071,1960,2018,59,0.51716032,1960,2001,42,0,1960,2018,59,2.327,2.327,2.327
1160721,1,60,UMGENI,HOWICK (27662401),ZA,-29.487222,30.2375,950,990,1948,1993,46,2.198075132,,,,,1948,1993,46,5.237,5.237,5.237
1160788,1,60,UMGENI,INANDA MISSION RES,ZA,-29.71511,30.86917,4084,-999,1989,2018,30,2.071005917,,,,,1989,2018,30,6.401,6.401,6.401
1495295,1,95,UMPOPINYANI,KYLE DAM U/S G/W (63423354),ZW,-20.1,30.9,229,-999,1960,1990,31,3.331203797,,,,,1960,1990,31,0.436,0.436,0.436
4145700,4,45,UMPQUA RIVER,"NEAR ELKTON, OR",US,43.586,-123.5554,9539,27.56,1905,2019,115,0,,,,,1905,2019,115,207.727,207.727,207.727
1199100,1,99,UMPULUZI,BUSBY (27632211),ZA,-26.279722,30.594167,906,1517,1963,2018,56,3.893760962,1963,2001,39,0.438596491,1963,2018,56,1.218,1.218,1.218
1599230,1,99,UMPULUZI,MPULUZI (68632223),SZ,-26.392778,30.843333,1454,-999,1975,1991,17,20.77813181,,,,,1975,1991,17,3.453,3.453,3.453
1290940,1,90,UMROBO,GREAT NORTH ROAD (55232151),TZ,-8.816667,33.666667,62,-999,1959,1990,32,3.066841415,,,,,1959,1990,32,0.676,0.676,0.676
1491550,1,91,UMSWESWE,CLAW DAM U/S FLUME,ZW,-18.45,29.87,2990,-999,,,,,1974,1980,7,0,1974,1980,7,4.521,4.521,4.521
1491555,1,91,UMSWESWE,CLAW DAM U/S FLUME (63341087),ZW,-18.45,29.983333,1984,-999,1976,1990,15,9.0749071,,,,,1976,1990,15,3.974,3.974,3.974
1495830,1,95,UMTALI,PREMIER ESTATE,ZW,-18.92,32.55,249,-999,,,,,1964,1982,19,0,1964,1982,19,0.49,0.49,0.49
1495190,1,95,UMTEBEKWA,RIETFONTEIN G/W (63423142),ZW,-19.883333,29.95,628,-999,1980,1990,11,9.994523549,,,,,1980,1990,11,1.1,1.1,1.1
1599210,1,99,UMTILANE RIVER,LOZITHA (68632224),SZ,-26.471667,31.274167,118,-999,1976,1992,17,55.0955414,,,,,1976,1992,17,1.738,1.738,1.738
1160790,1,60,UMVOTI,MISTLEY (27662202),ZA,-29.161667,30.629722,316,958,1949,2018,70,1.611370655,,,,,1949,2018,70,0.911,0.911,0.911
1491540,1,91,UMVUMA,SEBAKWE DAM U/S G/W (63341041),ZW,-19,30.35,872,-999,1962,1990,29,0.303119194,,,,,1962,1990,29,2.003,2.003,2.003
1491820,1,91,UMWINDSI,LION'S HEAD G/W,ZW,-17.53,31.5,829,-999,,,,,1952,1980,29,5.797101449,1952,1980,29,5.573,5.573,5.573
1496320,1,96,UMZINGWANI,GLASS BLOCK G/W (63534120),ZW,-20.583333,29.183333,2504,-999,,,,,1953,1980,28,3.703703704,1953,1980,28,4.064,4.064,4.064
1496321,1,96,UMZINGWANI,DODDIEBURN RANCH (63534162),ZW,-21.416667,29.4,9718,-999,1966,1990,25,29.86588921,,,,,1966,1990,25,15.063,15.063,15.063
6545150,6,45,UNA,BOSANSKI NOVI,HR,45.07,16.38,8507,116,1978,1990,13,0,1978,1990,13,0,1978,1990,13,208.048,208.048,208.048
3650940,3,50,"UNA, RIO",PALMARES,BR,-8.6794,-35.5769,4740,109,1967,2008,42,2.483540838,1973,1984,12,3.597122302,1967,2008,42,31.485,31.485,31.485
3650941,3,50,"UNA, RIO",CAPIVARA,BR,-8.4975,-35.9153,2610,390,1977,2008,32,1.719712526,1977,1984,8,24.09638554,1977,2008,32,3.613,3.613,3.613
3652120,3,52,"UNA, RIO",FAZENDA IGUACU,BR,-12.93611,-41.06444,1420,300,1941,2010,70,2.585969739,1940,1978,39,32.69230769,1940,2010,71,17.692,17.692,17.692
4102400,4,2,UNALAKLEET RIVER,"ABOVE CHIROSKEY RIVER NEAR UNALAKLEET,AK",US,63.93,-160.31,2714,12.19,1997,2007,11,12.41415742,,,,,1997,2007,11,44.219,44.219,44.219
6972167,6,72,UNDUZHA,VOZHMOGORA,RU,63.466667,35.416667,62.2,-999,,,,,1963,1988,26,0,1963,1988,26,0.936,0.936,0.936
2907050,2,7,UNGO,UNGO,RU,50.88,108.62,2290,-999,,,,,1949,1997,49,8.591065292,1949,1997,49,11.663,11.663,11.663
2903085,2,3,UNGRA,YUHTA,RU,59.18,135.15,4920,-999,,,,,1976,1987,12,0,1976,1987,12,56.329,56.329,56.329
1496355,1,96,UNKAKEZI,ESKDALE CAUSEWAY (63534213),ZW,-20.6,29.416667,453,-999,1951,1990,40,13.89259389,,,,,1951,1990,40,0.803,0.803,0.803
6340200,6,40,UNSTRUT,LAUCHA,DE,51.226506,11.684707,6218,104.51,1945,2015,71,0,,,,,1945,2015,71,30.228,30.228,30.228
6335465,6,35,UNTERE ARGEN,BEUTELSAU,DE,47.70835,9.81745,261,553.84,1921,2016,96,4.818757192,,,,,1921,2016,96,8.636,8.636,8.636
4206010,4,6,UNUK RIVER,NEAR STEWART,CA,56.351387,-130.69167,1480,140,1960,1996,37,16.36391508,1960,1996,37,16.35514019,1960,1996,37,104.691,104.691,104.691
6970887,6,70,UN'YA,BERDYSH,RU,61.617085,57.985416,2370,-999,,,,,1958,1994,37,0.227790433,1958,1994,37,47.666,47.666,47.666
6975500,6,75,UNZHA,MAKARYEV,RU,57.879722,43.806944,18500,86,,,,,1896,1985,90,0,1896,1985,90,159.8,159.8,159.8
2998415,2,98,UOL'CHAN,44 KM UP RIVER OFFING,RU,64.82,142.55,1830,-999,,,,,1945,1981,37,38.94009217,1945,1981,37,n.a.,n.a.,n.a.
2589505,2,89,UONO GAWA,HORINOUCHI,JP,37.24,138.933,1408,-999,1993,2003,11,0,1993,2000,8,0,1993,2003,11,156.794,156.794,156.794
6574110,6,74,UPITA,EIDUKAI,LT,55.58333333,21.6,-999.9,-999,1986,2000,15,75.30434783,,,,,1986,2000,15,0.738,0.738,0.738
4244730,4,44,UPPER HUMBER RIVER,NEAR REIDVILLE,CA,49.240555,-57.362499,2110,-999,1928,2017,90,2.993443226,1928,1996,69,4.390243902,1928,2017,90,81.783,81.783,81.783
4208661,4,8,UPPER SPRING CREEK,NEAR VALLEYVIEW,CA,54.92,-117.7,33.4,-999,1967,1987,21,30.10251631,1967,1987,21,38.36734694,1967,1987,21,0.061,0.061,0.061
4244840,4,44,UPSALQUITCH RIVER,UPSALQUITCH,CA,47.832222,-66.886944,2270,-999,1918,2017,100,10.17860096,1918,1996,79,12.9787234,1918,2017,100,41.447,41.447,41.447
2910593,2,10,UR,PODGORNOJE,RU,54.5,86,1185,-999,,,,,1982,2000,19,22.97297297,1982,2000,19,3.274,3.274,3.274
6971080,6,71,URA,URA-GUBA,RU,69.289719,32.800835,1020,-999,1979,1988,10,0.821242814,1935,1991,57,5.449189985,1935,1991,57,14.328,14.328,14.328
2319200,2,19,URAL,KUSHUM,KZ,50.85,51.28,190000,16,1936,1988,53,0.206622243,1915,1984,70,4.404761905,1915,1988,74,290.055,290.055,290.055
2919100,2,19,URAL,ORENBURG,RU,51.68,55.1,82300,-999,1958,1999,42,4.758800522,,,,,1958,1999,42,86.111,86.111,86.111
3618720,3,18,"URARICOERA, RIO",FAZENDA PASSARAO,BR,3.2078,-60.5711,50985,-999,1977,2010,34,2.507447865,,,,,1977,2010,34,1355.533,1355.533,1355.533
3618721,3,18,"URARICOERA, RIO",FAZENDA CAJUPIRANGA,BR,3.4381,-61.0367,37430,-999,1979,2009,31,10.70877575,,,,,1979,2009,31,1146.134,1146.134,1146.134
3618722,3,18,"URARICOERA, RIO",UAICAS,BR,3.5497,-63.1692,16065,-999,1984,2010,27,15.70603675,,,,,1984,2010,27,560.725,560.725,560.725
6605560,6,5,"URE, RIVER",WESTWICK LODGE,GB,54.09809397,-1.457141402,914.6,14.2,1958,2018,61,0.063883185,,,,,1958,2018,61,21.643,21.643,21.643
2911435,2,11,UREZ,UREZKOJE,RU,55.92,77.12,994,-999,,,,,1948,1992,45,57.00757576,1948,1992,45,1.178,1.178,1.178
3206050,3,6,"URIBANTE, RIO",PTE URIBANTE,VE,7,-72,-999,-999,,,,,1973,1975,3,0,1973,1975,3,121.153,121.153,121.153
2908183,2,8,URIK,URIK,RU,52.88,101.85,3230,-999,,,,,1957,1990,34,0,1957,1990,34,40.593,40.593,40.593
6274624,6,74,URLIKI BROOK,NARACH (URLIKI),BY,54.9,26.68333333,2.9,-999,1992,1997,6,47.85714286,,,,,1992,1997,6,6.281,6.281,6.281
2907073,2,7,URLUK,URLUK,RU,49.97,107.8,107.8,-999,,,,,1963,1987,25,23.46938776,1963,1987,25,0.535,0.535,0.535
6935420,6,35,URNASCH,HUNDWIL,CH,47.3391,9.2935,64.5,793.783,1961,2006,46,0,,,,,1961,2006,46,2.838,2.838,2.838
2907013,2,7,URO,BOL. URO,RU,53.52,109.92,290,-999,,,,,1951,1997,47,0,1951,1997,47,2.219,2.219,2.219
6604270,6,4,URR WATER,DALBEATIE,GB,54.92987758,-3.840969634,199,10.3,1963,2018,56,0,,,,,1963,2018,56,6.051,6.051,6.051
6243235,6,43,URSCHLAUBACH,SAALFELDEN,AT,47.4281,12.8389,119.5,730.2,1951,2012,62,0,,,,,1951,2012,62,4.426,4.426,4.426
2910485,2,10,URSUL,ONGUDAI,RU,50.73,86.17,3080,-999,,,,,1937,2000,64,10.02604167,1937,2000,64,17.056,17.056,17.056
3649050,3,49,"URU, RIO",URUANA,BR,-15.49611,-49.69083,3650,600,1964,2008,45,1.149853937,,,,,1964,2008,45,59.737,59.737,59.737
3630600,3,30,"URUARA, RIO",URUARA,BR,-3.6772,-53.5542,2978,-999,1978,2008,31,11.11896141,,,,,1978,2008,31,45.535,45.535,45.535
3269500,3,69,URUGUAY RIVER,CONCORDIA,AR,-31.4,-58.02,249312,2,,,,,1968,1979,12,0,1968,1979,12,5220.471,5220.471,5220.471
3469050,3,69,URUGUAY RIVER,SALTO,UY,-31.38,-57.93,244000,6,1991,1994,4,0,1965,1991,27,41.35802469,1965,1994,30,5580.332,5580.332,5580.332
3669700,3,69,URUGUAY RIVER,MARCELINO RAMOS,BR,-27.46111,-51.90444,41267,354,1939,1999,61,2.083988322,1939,1986,48,1.943462898,1939,1999,61,905.89,905.89,905.89
3264800,3,64,"URUGUAY, RIO",PUENTE VIEJO RUTA 12,AR,-25.87,-54.53,2294,-999,,,,,1953,1977,25,0,1953,1977,25,57.255,57.255,57.255
2910390,2,10,URYUP,IZINDAYEVA,RU,55.73,89.22,5000,-999,,,,,1945,1994,50,2,1945,1994,50,32.947,32.947,32.947
2910391,2,10,URYUP,POLUTORNIK,RU,55.25,88.45,500,-999,,,,,1956,1998,43,7.797270955,1956,1998,43,9.293,9.293,9.293
2910400,2,10,URYUP,NIKOLSK,RU,55.9,89.57,4980,-999,,,,,1979,1987,9,0,1979,1987,9,26.181,26.181,26.181
2909250,2,9,US,UST-ZOLOTAYA,RU,52.03,92.66,6110,569,1978,1987,10,0,1951,1999,49,8.163265306,1951,1999,49,65.152,65.152,65.152
2909251,2,9,US,ARADAN,RU,52.58,93.43,1260,-999,,,,,1968,1993,26,11.53846154,1968,1993,26,32.836,32.836,32.836
2910500,2,10,USA,MEZHDOURECHENSK,RU,53.64,88.1,3320,240,1978,1987,10,0,1937,2000,64,5.22875817,1937,2000,64,143.817,143.817,143.817
6373226,6,73,USA,KULENIEKI,LV,56.34,26.34,455,92,1986,1995,10,50,,,,,1986,1995,10,2.958,2.958,2.958
6970850,6,70,USA,ADZVA,RU,66.550835,59.422501,54700,39,,,,,1931,1998,68,1.854140915,1931,1998,68,944.169,944.169,944.169
6970851,6,70,USA,PETRUN,RU,66.48333,60.733334,27500,-999,,,,,1915,1998,84,6.806806807,1915,1998,84,518.908,518.908,518.908
6970852,6,70,USA,SEYDA,RU,67.066666,63.066666,14100,-999,,,,,1963,1998,36,6.459330144,1963,1998,36,270.116,270.116,270.116
2910413,2,10,USHAYKA,STEPANOVKA,RU,56.5,84.92,713,-999,,,,,1954,1990,37,50.34324943,1954,1990,37,4.081,4.081,4.081
6608300,6,8,"USK, RIVER",CHAIN BRIDGE,GB,51.74518525,-2.94857815,911.7,22.6,1957,2018,62,0,,,,,1957,2018,62,28.677,28.677,28.677
2910725,2,10,USKAT,KRASULINO,RU,54.03,87.17,1110,-999,,,,,1953,2000,48,6.423611111,1953,2000,48,4.744,4.744,4.744
6855730,6,55,USKELANJOKI,KAUKOLANKOSKI,FI,60.44029337,23.22625761,481,-999,1970,2017,48,1.041607051,,,,,1970,2017,48,4.924,4.924,4.924
2908030,2,8,USOLKA,USOLKA,RU,57.4,94.77,9070,-999,,,,,1946,1990,45,2.793296089,1946,1990,45,20.848,20.848,20.848
2906800,2,6,USSURI RIVER,KIROVSKY,RU,45.02,133.65,24400,79,,,,,1965,1984,20,0,1965,1984,20,222.9,222.9,222.9
6970480,6,70,UST'YA,SHANGALY,RU,61.13291,43.34,9730,-999,,,,,1935,1988,54,0,1935,1988,54,84.547,84.547,84.547
6970481,6,70,UST'YA,BESTUZHEVO,RU,61.61541,43.95416,7210,-999,,,,,1942,1988,47,0,1942,1988,47,60.716,60.716,60.716
6970482,6,70,UST'YA,NAZAROVSKAYA,RU,61.25122,44.70708,4300,-999,,,,,1962,1988,27,0,1962,1988,27,35.465,35.465,35.465
4362600,4,62,USUMACINTA,BOCA DEL CERRO,MX,17.4333,-91.4833,47697,60,1948,2002,55,5.967750038,1949,1983,35,0.952380952,1948,2002,55,1930.633,1930.633,1930.633
2910342,2,10,UTA,PRIMETKINO,RU,56.68,87.92,200,-999,,,,,1980,1998,19,21.05263158,1980,1998,19,0.794,0.794,0.794
2907110,2,7,UTULIK,UTULIK,RU,51.53,104.07,959,-999,,,,,1941,1999,59,0.141242938,1941,1999,59,16.539,16.539,16.539
2909210,2,9,UUZYU,UUZYU,RU,51.33,96.25,1060,-999,,,,,1972,1993,22,13.63636364,1972,1993,22,8.089,8.089,8.089
3649515,3,49,"UVA, RIO",COLONIA DOS ALEMAES,BR,-15.8969,-50.4386,260,-999,1984,2007,24,6.457543376,,,,,1984,2007,24,3.569,3.569,3.569
2912690,2,12,UVEL'KA,KARSINSKY ZERNOSOVHOZ,RU,54.22,61.22,5100,-999,,,,,1968,1989,22,0.383141762,1968,1989,22,5.957,5.957,5.957
2912691,2,12,UVEL'KA,KRASNOSELSKOJE,RU,54.58,61.22,3620,-999,,,,,1956,1989,34,18.38235294,1956,1989,34,4.173,4.173,4.173
2912692,2,12,UVEL'KA,KRASNOKAMENKA,RU,54.6,60.25,393,-999,,,,,1961,1988,28,25.53191489,1961,1988,28,0.604,0.604,0.604
2312204,2,12,UY,TROITSK,KZ,54.07,61.4,7660,-999,,,,,1965,1989,25,7,1965,1989,25,8.836,8.836,8.836
2312205,2,12,UY,KRUTOYARSKY,KZ,54.18,63.18,32900,-999,,,,,1967,1988,22,0.778210117,1967,1988,22,13.111,13.111,13.111
2909280,2,9,UY,UY,RU,52.95,91.47,208,-999,,,,,1976,1988,13,0,1976,1988,13,2.015,2.015,2.015
2911470,2,11,UY,BAJENOVO,RU,57.07,74.52,6650,-999,,,,,1954,1999,46,0,1954,1999,46,19.933,19.933,19.933
2911471,2,11,UY,SEDELNIKOVO,RU,56.95,75.32,4460,-999,,,,,1950,1999,50,2.5,1950,1999,50,12.344,12.344,12.344
2911472,2,11,UY,NIFONOVKA,RU,56.92,76.15,1310,-999,,,,,1955,1996,42,4.8,1955,1996,42,4.063,4.063,4.063
2912200,2,12,UY,STEPNOE,RU,54.13,60.48,3600,42,1978,1987,10,10.02190581,1935,1989,55,4.090909091,1935,1989,55,3.993,3.993,3.993
2909281,2,9,UYBAT,UYBAT,RU,53.8,90.27,1080,-999,,,,,1970,1993,24,12.94964029,1970,1993,24,2.004,2.004,2.004
2909235,2,9,UYUK,UYIK,RU,52,93.5,710,-999,,,,,1955,1993,39,29.37365011,1955,1993,39,1.566,1.566,1.566
2911410,2,11,UZAKLA,BULATOVO,RU,55.87,78.4,2040,-999,,,,,1949,1987,39,40.94827586,1949,1987,39,1.204,1.204,1.204
6373941,6,73,UZAVA,TERANDA,LV,57.24,26.36,440,6,1986,1995,10,50,,,,,1986,1995,10,4.098,4.098,4.098
2910387,2,10,UZHUR,MODZHARY,RU,55.53,89.63,1030,-999,,,,,1977,1987,11,8.59375,1977,1987,11,1.035,1.035,1.035
1159500,1,59,VAAL RIVER,DE HOOP 65,ZA,-28.498889,24.603056,120982,-999,1909,2001,93,1.713553463,1909,1986,78,30.73593074,1909,2001,93,1.137,1.137,1.137
1159800,1,59,VAAL RIVER,ELANDSFONTEIN ENGELBRECHTSDRIFT,ZA,-26.820222,28.063306,38564,-999,1915,1993,79,10.79414032,1915,1993,79,9.904153355,1915,1993,79,47.538,47.538,47.538
1159825,1,59,VAALBANKSPRUIT,VOORSPOED (27817812),ZA,-28.085,28.836667,393,1597,1971,2018,48,1.562867215,,,,,1971,2018,48,0.394,0.394,0.394
6172024,6,72,VAANA JOGI,HUURU,EE,59.38,24.534722,209,19.63,1968,2017,50,0,,,,,1968,2017,50,1.957,1.957,1.957
6855620,6,55,VAANTEENJOKI,VAANTEENJOKI,FI,60.33564733,24.06649423,935,-999,1970,2015,46,0,,,,,1970,2015,46,7.538,7.538,7.538
3653510,3,53,"VACACAI, RIO",PASSO DO VERDE,BR,-29.9333,-53.7167,5343,20,1967,1984,18,2.190114068,1978,1979,2,4.166666667,1967,1984,18,81.962,81.962,81.962
2910248,2,10,VACHEV,MYLDZHINO,RU,59.02,78.43,225,-999,,,,,1972,1994,23,4.379562044,1972,1994,23,1.273,1.273,1.273
6970270,6,70,VAGA,UST-SUMA,RU,62.52,42.8,43900,-999,,,,,1956,1999,44,5.587668593,1956,1999,44,386.429,386.429,386.429
6970271,6,70,VAGA,SHENKURSK,RU,62.09999,42.91666,38400,-999,,,,,1914,1975,62,51.35869565,1914,1975,62,237.521,237.521,237.521
6970272,6,70,VAGA,FILYAYEVSKAYA,RU,61.12,42.18,13200,59.7,,,,,1938,1999,62,2.291105121,1938,1999,62,112.281,112.281,112.281
6970273,6,70,VAGA,GLUBORETSKAYA,RU,60.4,41.72,1410,-999,,,,,1955,1988,34,0,1955,1988,34,11.881,11.881,11.881
2911150,2,11,VAGAY,CHERNOJE,RU,57.67,69.2,15600,-999,,,,,1961,1999,39,0,1961,1999,39,22.059,22.059,22.059
2911151,2,11,VAGAY,NOVONYGRISHNAYA,RU,57.03,68.92,9740,-999,,,,,1955,1998,44,0.568181818,1955,1998,44,9.269,9.269,9.269
2911152,2,11,VAGAY,UST-LAMENKA,RU,56.5,68.07,4580,-999,,,,,1964,1990,27,4.012345679,1964,1990,27,3.828,3.828,3.828
2912656,2,12,VAGRAN,SEVEROURALSK,RU,60.15,59.97,1420,-999,,,,,1939,1989,51,3.648424544,1939,1989,51,12.29,12.29,12.29
6142620,6,42,VAH,SALA,SK,48.1605,17.88251,11218,109,1920,2017,98,0,1931,1968,38,0,1920,2017,98,144.515,144.515,144.515
6142680,6,42,VAH,LIPTOVSKY MIKULAS,SK,49.08701,19.60301,1107,568,1920,2017,98,0,1920,1990,71,0,1920,2017,98,20.497,20.497,20.497
6373115,6,73,VAIDAVA,APE,LV,56.92,22.57,398,74,1986,1995,10,50,,,,,1986,1995,10,3.906,3.906,3.906
2854900,2,54,VAIGAI RIVER,PERANAI,IN,10.1,77.8,2253,279,,,,,1972,1979,8,15.625,1972,1979,8,24.088,24.088,24.088
6172220,6,72,VAIKE EMAJOGI,TOLLISTE,EE,57.850833,26.1325,1050,34.1,1922,2017,96,0,,,,,1922,2017,96,8.507,8.507,8.507
2910170,2,10,VAKH,YOBKHINSKOYE,RU,61.05,78.55,56400,-999,,,,,1953,1996,44,22.91666667,1953,1996,44,537.1,537.1,537.1
2517900,2,17,VAKHSH,TUTKAUL,TJ,38.33,69.3,31200,692,,,,,1932,1967,36,0,1932,1967,36,643.423,643.423,643.423
2517910,2,17,VAKHSH,KOMSOMOLABAD,TJ,38.87,69.98,29500,1258,,,,,1949,1989,41,44.91869919,1949,1989,41,606.325,606.325,606.325
2517920,2,17,VAKHSH,GARM,TJ,39,70.33,20000,1316,1936,1986,51,1.959286143,1933,1990,58,8.477011494,1933,1990,58,323.63,323.63,323.63
2998552,2,98,VAKKHANKA,USTE,RU,61.43,149.45,185,-999,,,,,1949,1980,32,65.69920844,1949,1980,32,n.a.,n.a.,n.a.
6972855,6,72,VALAZREKA,AT EFFLUX FROM VARAKUL,RU,65.6,31.62,489,-999,,,,,1979,1988,10,0,1979,1988,10,6.119,6.119,6.119
6172026,6,72,VALGEJOGI,VANAKULA,EE,59.4675,25.789167,404,57.16,1946,2017,72,0,,,,,1946,2017,72,3.487,3.487,3.487
3268300,3,68,"VALLE, RIO DEL",EL CEIBAL,AR,-24.73,-64.32,995,-999,,,,,1966,1986,21,1.666666667,1966,1986,21,7.317,7.317,7.317
4116360,4,16,VALLEY CREEK,"STANLEY, ID",US,44.2225,-114.9311,380.7,1896.41,1911,2019,109,25.80735108,,,,,1911,2019,109,5.707,5.707,5.707
4213950,4,13,VALLEY RIVER,NEAR DAUPHIN,CA,51.2792,-100.0108,2880,-999,1948,2016,69,33.20017577,,,,,1948,2016,69,n.a.,n.a.,n.a.
6139510,6,39,VALOUSE,THOIRETTE (CHALEA),FR,46.271939,5.516561,228,336.56,1956,1998,43,0.019138756,,,,,1956,1998,43,8.029,8.029,8.029
6274683,6,74,VALOWKA,POBREZHYE,BY,53.665101,26.03001,104,-999,1992,1997,6,30.33333333,,,,,1992,1997,6,0.762,0.762,0.762
6139830,6,39,VALSERINE,LANCRANS,FR,46.1411,5.8183,390,358,1961,2007,47,0,,,,,1961,2007,47,16.263,16.263,16.263
6139831,6,39,VALSERINE,CHEZERY-FORENS (CHEZERY),FR,46.218944,5.864085,119,621.28,1960,2012,53,1.857165215,,,,,1960,2012,53,4.5,4.5,4.5
6139832,6,39,VALSERINE,LELEX (NIAIZET),FR,46.282056,5.921547,85,895.11,1966,2012,47,0,,,,,1966,2012,47,2.191,2.191,2.191
1159510,1,59,VALSRIVIER,GROOTDRAAI (27817602),ZA,-27.398333,26.613056,7801,1259,1950,2018,69,71.77275672,,,,,1950,2018,69,0.611,0.611,0.611
1159511,1,59,VALSRIVIER,MOOIFONTEIN (27817603),ZA,-27.399722,26.625556,7794,1259,1967,2010,44,1.282542113,,,,,1967,2010,44,3.683,3.683,3.683
1159512,1,59,VALSRIVIER,KLIPFONTEIN (27817604),ZA,-27.935556,27.996389,863,1530,1964,1988,25,6.543024997,,,,,1964,1988,25,0.232,0.232,0.232
6172043,6,72,VANDRA JOGI,KIISA,EE,58.60305556,24.97055556,23.9,243,1986,1993,8,50,,,,,1986,1993,8,2.448,2.448,2.448
6855100,6,55,VANTAANJOKI,OULUNKYLA,FI,60.2378,24.9843,1680,7.2,1937,2017,81,0,1937,2001,65,0,1937,2017,81,16.059,16.059,16.059
6128700,6,28,VAR,MESCLA,FR,43.75,6.9,1827,170,1978,1980,3,0,1978,1980,3,0,1978,1980,3,42.987,42.987,42.987
6128701,6,28,VAR,MALAUSSENE (LA MESCLA),FR,43.907608,7.195276,1830,222.19,1948,2009,62,1.236476043,,,,,1948,2009,62,37.675,37.675,37.675
6128702,6,28,VAR,ENTREVAUX (PONT LEVIS),FR,43.948464,6.809544,676,517.54,1920,2008,89,31.22130112,,,,,1920,2008,89,15.707,15.707,15.707
6563200,6,63,VARDAR RIVER,SKOPJE,MK,41.98,21.433332,4650,240,1978,1990,13,0,1978,1990,13,0,1978,1990,13,57.199,57.199,57.199
6373152,6,73,VARTAJA,DARZNIEKI,LV,56.38,21.41,450,10,1986,1995,10,50,,,,,1986,1995,10,5.209,5.209,5.209
6971440,6,71,VARZINA,VARZINO,RU,68.362778,38.373056,1210,-999,,,,,1947,1967,21,12.23628692,1947,1967,21,16.506,16.506,16.506
2517550,2,17,VARZOB,DAGANA-ATA,TJ,38.76,68.75,1270,969,1978,1986,9,0,1930,1986,57,0,1930,1986,57,44.267,44.267,44.267
6971600,6,71,VARZUGA,VARZUGA,RU,66.4,36.616667,7940,8.1,1979,2011,33,3.028291712,1935,1992,58,0.288600289,1935,2011,77,91.75,91.75,91.75
3652020,3,52,"VASA BARRIS, RIO",CANUDOS,BR,-9.9,-39.13333,3455,-999,1942,1962,21,46.47580095,1942,1962,21,46.47302905,1942,1962,21,3.839,3.839,3.839
3652050,3,52,"VASA BARRIS, RIO",FAZENDA BELEM,BR,-10.94306,-37.34694,15740,19,1971,2010,40,0.45554942,1971,1985,15,2.298850575,1971,2010,40,10.739,10.739,10.739
4215090,4,15,VASEUX CREEK,ABOVE SOLCO CREEK,CA,49.249443,-119.32111,117,560,1970,2015,46,0,1970,1996,27,0,1970,2015,46,0.903,0.903,0.903
6970520,6,70,VASHKA,RESHCHELSKOYE,RU,64.599998,46.150002,19000,-999,,,,,1931,1988,58,2.037845706,1931,1988,58,187.507,187.507,187.507
6970521,6,70,VASHKA,VENDINGA,RU,63.450001,47.933334,6980,-999,,,,,1954,1988,35,0,1954,1988,35,64.377,64.377,64.377
6196480,6,96,VASILIKOS,KALAVASOS,CY,34.766667,33.3,130,43,1965,2003,39,0,1965,1988,24,38.23529412,1965,2003,39,0.136,0.136,0.136
6196500,6,96,VASILIKOS,NEAR THE COAST,CY,34.716667,33.316667,150,3,1969,1984,16,6.661799598,1969,1984,16,49.14285714,1969,1984,16,0.176,0.176,0.176
6731740,6,31,VASJAELVA,VASJA,NO,67.86,16.31,39.2,233,1971,1987,17,0,,,,,1971,1987,17,1.981,1.981,1.981
6233205,6,33,VASTERDALALVEN,ERSBO,SE,61.3,13,1103.8,-999,1912,2018,107,0,1912,2018,107,0,1912,2018,107,25.21,25.21,25.21
2910240,2,10,VASYUGAN,NAUNAK,RU,58.95,80.12,58300,-999,,,,,1957,1971,15,0,1957,1971,15,328.873,328.873,328.873
